ticker,avg_close,avg_daily_return,volatility,min_date,max_date,total_records
AAPL,114.76952227958698,0.10127591307266573,1.6270602862984627,2010-03-01,2020-02-28,2518
GOOG,51.759243823424335,0.10174520741584374,1.9314728021898901,2004-08-19,2025-08-19,5284
MSFT,63.187156659601904,0.10747651315335782,2.105070867024315,1986-03-13,2025-02-03,9800
