category,count,avg_return_1yr,avg_return_3yr,avg_return_5yr,avg_risk
Debt,282,5.547872340425532,7.05531914893617,7.000709219858156,2.852269503546099
Equity,308,2.8425324675324677,29.701623376623377,11.555194805194805,16.929220779220778
Hybrid,116,4.075,15.272413793103448,8.638793103448275,7.493189655172414
Other,80,2.8912500000000003,20.763749999999998,10.348749999999999,15.44075
Solution Oriented,28,1.7142857142857142,18.16785714285714,9.414285714285715,10.272142857142857
